Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2014,Level 1,JJ,Information Media and Telecommunications,Percentage,H41,Liabilities structure,Financial ratios,28,ANZSIC06 division J
2014,Level 3,JJ11,Information Media Services,Percentage,H36,Current ratio,Financial ratios,110,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2014,Level 3,JJ11,Information Media Services,Percentage,H37,Quick ratio,Financial ratios,108,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2014,Level 3,JJ11,Information Media Services,Percentage,H39,Return on equity,Financial ratios,20,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2014,Level 3,JJ11,Information Media Services,Percentage,H40,Return on total assets,Financial ratios,9,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2014,Level 3,JJ11,Information Media Services,Percentage,H41,Liabilities structure,Financial ratios,46,"ANZSIC06 groups J541, J542, J551, J552, J561, J562, and J570"
2014,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H36,Current ratio,Financial ratios,157,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2014,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H37,Quick ratio,Financial ratios,156,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2014,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H39,Return on equity,Financial ratios,3,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2014,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H40,Return on total assets,Financial ratios,1,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2014,Level 3,JJ12,"Telecommunications, Internet and Library Services",Percentage,H41,Liabilities structure,Financial ratios,23,"ANZSIC06 groups J580, J591, J592, J601, and J602"
2014,Level 1,KK,Financial and Insurance Services,Percentage,H36,Current ratio,Financial ratios,62,ANZSIC06 division K
2014,Level 1,KK,Financial and Insurance Services,Percentage,H37,Quick ratio,Financial ratios,62,ANZSIC06 division K
2014,Level 1,KK,Financial and Insurance Services,Percentage,H39,Return on equity,Financial ratios,12,ANZSIC06 division K
2014,Level 1,KK,Financial and Insurance Services,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 division K
2014,Level 1,KK,Financial and Insurance Services,Percentage,H41,Liabilities structure,Financial ratios,23,ANZSIC06 division K
2014,Level 3,KK11,Finance,Percentage,H36,Current ratio,Financial ratios,60,"ANZSIC06 groups K621, K622, K623, and K624"
2014,Level 3,KK11,Finance,Percentage,H37,Quick ratio,Financial ratios,60,"ANZSIC06 groups K621, K622, K623, and K624"
2014,Level 3,KK11,Finance,Percentage,H39,Return on equity,Financial ratios,11,"ANZSIC06 groups K621, K622, K623, and K624"
2014,Level 3,KK11,Finance,Percentage,H40,Return on total assets,Financial ratios,3,"ANZSIC06 groups K621, K622, K623, and K624"
2014,Level 3,KK11,Finance,Percentage,H41,Liabilities structure,Financial ratios,22,"ANZSIC06 groups K621, K622, K623, and K624"
2014,Level 4,KK111,Banking and Financing,Percentage,H36,Current ratio,Financial ratios,53,"ANZSIC06 groups K621, K622, and K623"
2014,Level 4,KK111,Banking and Financing,Percentage,H37,Quick ratio,Financial ratios,53,"ANZSIC06 groups K621, K622, and K623"
2014,Level 4,KK111,Banking and Financing,Percentage,H39,Return on equity,Financial ratios,16,"ANZSIC06 groups K621, K622, and K623"
2014,Level 4,KK111,Banking and Financing,Percentage,H40,Return on total assets,Financial ratios,1,"ANZSIC06 groups K621, K622, and K623"
2014,Level 4,KK111,Banking and Financing,Percentage,H41,Liabilities structure,Financial ratios,8,"ANZSIC06 groups K621, K622, and K623"
2014,Level 4,KK112,Financial Asset Investing,Percentage,H36,Current ratio,Financial ratios,91,ANZSIC06 group K624
2014,Level 4,KK112,Financial Asset Investing,Percentage,H37,Quick ratio,Financial ratios,91,ANZSIC06 group K624
2014,Level 4,KK112,Financial Asset Investing,Percentage,H39,Return on equity,Financial ratios,10,ANZSIC06 group K624
2014,Level 4,KK112,Financial Asset Investing,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 group K624
2014,Level 4,KK112,Financial Asset Investing,Percentage,H41,Liabilities structure,Financial ratios,48,ANZSIC06 group K624
2014,Level 3,KK12,Insurance,Percentage,H39,Return on equity,Financial ratios,13,ANZSIC06 groups K631 and K632
2014,Level 3,KK12,Insurance,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 groups K631 and K632
2014,Level 3,KK12,Insurance,Percentage,H41,Liabilities structure,Financial ratios,24,ANZSIC06 groups K631 and K632
2014,Level 4,KK121,Life Insurance,Percentage,H39,Return on equity,Financial ratios,15,ANZSIC06 group K631
2014,Level 4,KK121,Life Insurance,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 group K631
2014,Level 4,KK121,Life Insurance,Percentage,H41,Liabilities structure,Financial ratios,29,ANZSIC06 group K631
2014,Level 4,KK122,Health and General Insurance,Percentage,H39,Return on equity,Financial ratios,11,ANZSIC06 group K632
2014,Level 4,KK122,Health and General Insurance,Percentage,H40,Return on total assets,Financial ratios,2,ANZSIC06 group K632
2014,Level 4,KK122,Health and General Insurance,Percentage,H41,Liabilities structure,Financial ratios,20,ANZSIC06 group K632
2014,Level 3,KK13,Auxiliary Finance and Insurance Services,Percentage,H39,Return on equity,Financial ratios,26,ANZSIC06 groups K641 and K642
2014,Level 3,KK13,Auxiliary Finance and Insurance Services,Percentage,H40,Return on total assets,Financial ratios,11,ANZSIC06 groups K641 and K642
2014,Level 3,KK13,Auxiliary Finance and Insurance Services,Percentage,H41,Liabilities structure,Financial ratios,43,ANZSIC06 groups K641 and K642
2014,Level 4,KK131,Auxiliary Finance and Insurance Services,Percentage,H39,Return on equity,Financial ratios,26,ANZSIC06 groups K641 and K642
2014,Level 4,KK131,Auxiliary Finance and Insurance Services,Percentage,H40,Return on total assets,Financial ratios,11,ANZSIC06 groups K641 and K642
2014,Level 4,KK131,Auxiliary Finance and Insurance Services,Percentage,H41,Liabilities structure,Financial ratios,43,ANZSIC06 groups K641 and K642
2014,Level 1,LL,"Rental, Hiring and Real Estate Services",Percentage,H36,Current ratio,Financial ratios,80,ANZSIC06 division L
2014,Level 1,LL,"Rental, Hiring and Real Estate Services",Percentage,H37,Quick ratio,Financial ratios,71,ANZSIC06 division L
2014,Level 1,LL,"Rental, Hiring and Real Estate Services",Percentage,H39,Return on equity,Financial ratios,9,ANZSIC06 division L
2014,Level 1,LL,"Rental, Hiring and Real Estate Services",Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 division L
2014,Level 1,LL,"Rental, Hiring and Real Estate Services",Percentage,H41,Liabilities structure,Financial ratios,43,ANZSIC06 division L
2014,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H36,Current ratio,Financial ratios,161,"ANZSIC06 groups L661, L662, L663, and L664"
2014,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H37,Quick ratio,Financial ratios,153,"ANZSIC06 groups L661, L662, L663, and L664"
2014,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H39,Return on equity,Financial ratios,13,"ANZSIC06 groups L661, L662, L663, and L664"
2014,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H40,Return on total assets,Financial ratios,5,"ANZSIC06 groups L661, L662, L663, and L664"
2014,Level 3,LL11,Rental and Hiring Services (except Real Estate),Percentage,H41,Liabilities structure,Financial ratios,40,"ANZSIC06 groups L661, L662, L663, and L664"
2014,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H36,Current ratio,Financial ratios,154,"ANZSIC06 groups L661, L662, and L663"
2014,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H37,Quick ratio,Financial ratios,146,"ANZSIC06 groups L661, L662, and L663"
2014,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H39,Return on equity,Financial ratios,11,"ANZSIC06 groups L661, L662, and L663"
2014,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 groups L661, L662, and L663"
2014,Level 4,LL111,Rental and Hiring Services (except Real Estate),Percentage,H41,Liabilities structure,Financial ratios,36,"ANZSIC06 groups L661, L662, and L663"
2013,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H41,Liabilities structure,Financial ratios,39,ANZSIC06 group L664
2013,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H36,Current ratio,Financial ratios,69,"ANZSIC06 groups L671 (excluding class L6711), and L672"
2013,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H37,Quick ratio,Financial ratios,59,"ANZSIC06 groups L671 (excluding class L6711), and L672"
2013,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H39,Return on equity,Financial ratios,8,"ANZSIC06 groups L671 (excluding class L6711), and L672"
2013,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H40,Return on total assets,Financial ratios,4,"ANZSIC06 groups L671 (excluding class L6711), and L672"
2013,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H41,Liabilities structure,Financial ratios,44,"ANZSIC06 groups L671 (excluding class L6711), and L672"
2013,Level 4,LL122,Non-Residential Property Operation,Percentage,H36,Current ratio,Financial ratios,67,ANZSIC06 class L671200
2013,Level 4,LL122,Non-Residential Property Operation,Percentage,H37,Quick ratio,Financial ratios,56,ANZSIC06 class L671200
2013,Level 4,LL122,Non-Residential Property Operation,Percentage,H39,Return on equity,Financial ratios,8,ANZSIC06 class L671200
2013,Level 4,LL122,Non-Residential Property Operation,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 class L671200
2013,Level 4,LL122,Non-Residential Property Operation,Percentage,H41,Liabilities structure,Financial ratios,44,ANZSIC06 class L671200
2013,Level 4,LL123,Real Estate Services,Percentage,H36,Current ratio,Financial ratios,148,ANZSIC06 group L672
2013,Level 4,LL123,Real Estate Services,Percentage,H37,Quick ratio,Financial ratios,146,ANZSIC06 group L672
2013,Level 4,LL123,Real Estate Services,Percentage,H39,Return on equity,Financial ratios,37,ANZSIC06 group L672
2013,Level 4,LL123,Real Estate Services,Percentage,H40,Return on total assets,Financial ratios,18,ANZSIC06 group L672
2013,Level 4,LL123,Real Estate Services,Percentage,H41,Liabilities structure,Financial ratios,48,ANZSIC06 group L672
2013,Level 1,MN,"Professional, Scientific, Technical, Administrative and Support Services",Percentage,H36,Current ratio,Financial ratios,116,ANZSIC06 divisions M and N
2013,Level 1,MN,"Professional, Scientific, Technical, Administrative and Support Services",Percentage,H37,Quick ratio,Financial ratios,114,ANZSIC06 divisions M and N
2013,Level 1,MN,"Professional, Scientific, Technical, Administrative and Support Services",Percentage,H39,Return on equity,Financial ratios,25,ANZSIC06 divisions M and N
2013,Level 1,MN,"Professional, Scientific, Technical, Administrative and Support Services",Percentage,H40,Return on total assets,Financial ratios,10,ANZSIC06 divisions M and N
2013,Level 1,MN,"Professional, Scientific, Technical, Administrative and Support Services",Percentage,H41,Liabilities structure,Financial ratios,39,ANZSIC06 divisions M and N
2013,Level 3,MN11,"Professional, Scientific and Technical Services",Percentage,H36,Current ratio,Financial ratios,115,ANZSIC06 division M
2013,Level 3,MN11,"Professional, Scientific and Technical Services",Percentage,H37,Quick ratio,Financial ratios,113,ANZSIC06 division M
2013,Level 3,MN11,"Professional, Scientific and Technical Services",Percentage,H39,Return on equity,Financial ratios,26,ANZSIC06 division M
2013,Level 3,MN11,"Professional, Scientific and Technical Services",Percentage,H40,Return on total assets,Financial ratios,10,ANZSIC06 division M
2013,Level 3,MN11,"Professional, Scientific and Technical Services",Percentage,H41,Liabilities structure,Financial ratios,39,ANZSIC06 division M
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H36,Current ratio,Financial ratios,136,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H37,Quick ratio,Financial ratios,124,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H39,Return on equity,Financial ratios,37,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H40,Return on total assets,Financial ratios,17,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H41,Liabilities structure,Financial ratios,44,ANZSIC06 groups M691 and M692
2013,Level 4,MN112,Legal and Accounting Services,Percentage,H36,Current ratio,Financial ratios,172,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Percentage,H37,Quick ratio,Financial ratios,165,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Percentage,H39,Return on equity,Financial ratios,131,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Percentage,H40,Return on total assets,Financial ratios,56,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Percentage,H41,Liabilities structure,Financial ratios,43,ANZSIC06 group M693
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H36,Current ratio,Financial ratios,107,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H37,Quick ratio,Financial ratios,106,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H39,Return on equity,Financial ratios,13,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H40,Return on total assets,Financial ratios,5,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H41,Liabilities structure,Financial ratios,38,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H36,Current ratio,Financial ratios,113,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H37,Quick ratio,Financial ratios,90,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H39,Return on equity,Financial ratios,59,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H40,Return on total assets,Financial ratios,21,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H41,Liabilities structure,Financial ratios,35,ANZSIC06 groups M697 and M699
2013,Level 4,MN115,Computer System Design and Related Services,Percentage,H36,Current ratio,Financial ratios,146,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Percentage,H37,Quick ratio,Financial ratios,143,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Percentage,H39,Return on equity,Financial ratios,56,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Percentage,H40,Return on total assets,Financial ratios,23,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 group M700
2013,Level 3,MN21,Administrative and Support Services,Percentage,H36,Current ratio,Financial ratios,126,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Percentage,H37,Quick ratio,Financial ratios,122,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Percentage,H39,Return on equity,Financial ratios,23,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Percentage,H40,Return on total assets,Financial ratios,9,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Percentage,H41,Liabilities structure,Financial ratios,42,ANZSIC06 division N
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Percentage,H36,Current ratio,Financial ratios,113,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Percentage,H37,Quick ratio,Financial ratios,112,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Percentage,H39,Return on equity,Financial ratios,19,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Percentage,H41,Liabilities structure,Financial ratios,26,ANZSIC06 group N722
2013,Level 4,MN212,Employment and Other Administrative Services,Percentage,H36,Current ratio,Financial ratios,140,ANZSIC06 groups N721 and N729
2013,Level 4,MN212,Employment and Other Administrative Services,Percentage,H37,Quick ratio,Financial ratios,137,ANZSIC06 groups N721 and N729
2013,Level 4,MN212,Employment and Other Administrative Services,Percentage,H39,Return on equity,Financial ratios,22,ANZSIC06 groups N721 and N729
2013,Level 4,MN212,Employment and Other Administrative Services,Percentage,H40,Return on total assets,Financial ratios,10,ANZSIC06 groups N721 and N729
2013,Level 4,MN212,Employment and Other Administrative Services,Percentage,H41,Liabilities structure,Financial ratios,45,ANZSIC06 groups N721 and N729
2013,Level 4,MN213,"Building Cleaning, Pest Control and Other Support Services",Percentage,H36,Current ratio,Financial ratios,102,ANZSIC06 groups N731 and N732
2013,Level 4,MN213,"Building Cleaning, Pest Control and Other Support Services",Percentage,H37,Quick ratio,Financial ratios,94,ANZSIC06 groups N731 and N732
2013,Level 4,MN213,"Building Cleaning, Pest Control and Other Support Services",Percentage,H39,Return on equity,Financial ratios,26,ANZSIC06 groups N731 and N732
2013,Level 4,MN213,"Building Cleaning, Pest Control and Other Support Services",Percentage,H40,Return on total assets,Financial ratios,10,ANZSIC06 groups N731 and N732
2013,Level 4,MN213,"Building Cleaning, Pest Control and Other Support Services",Percentage,H41,Liabilities structure,Financial ratios,39,ANZSIC06 groups N731 and N732
2013,Level 1,OO,"Public order, safety and regulatory services",Percentage,H36,Current ratio,Financial ratios,125,"ANZSIC06 division O (excluding classes O753, O751, O752, O754, O755, O760, and O7711)"
2013,Level 1,OO,"Public order, safety and regulatory services",Percentage,H37,Quick ratio,Financial ratios,117,"ANZSIC06 division O (excluding classes O753, O751, O752, O754, O755, O760, and O7711)"
2013,Level 1,OO,"Public order, safety and regulatory services",Percentage,H39,Return on equity,Financial ratios,14,"ANZSIC06 division O (excluding classes O753, O751, O752, O754, O755, O760, and O7711)"
2013,Level 1,OO,"Public order, safety and regulatory services",Percentage,H40,Return on total assets,Financial ratios,7,"ANZSIC06 division O (excluding classes O753, O751, O752, O754, O755, O760, and O7711)"
2013,Level 1,OO,"Public order, safety and regulatory services",Percentage,H41,Liabilities structure,Financial ratios,53,"ANZSIC06 division O (excluding classes O753, O751, O752, O754, O755, O760, and O7711)"
2013,Level 3,OO21,"Public order, safety and regulatory services",Percentage,H36,Current ratio,Financial ratios,125,ANZSIC06 groups O771 and O772 (excluding class O7711)
2013,Level 3,OO21,"Public order, safety and regulatory services",Percentage,H37,Quick ratio,Financial ratios,117,ANZSIC06 groups O771 and O772 (excluding class O7711)
2013,Level 3,OO21,"Public order, safety and regulatory services",Percentage,H39,Return on equity,Financial ratios,14,ANZSIC06 groups O771 and O772 (excluding class O7711)
2013,Level 3,OO21,"Public order, safety and regulatory services",Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 groups O771 and O772 (excluding class O7711)
2013,Level 3,OO21,"Public order, safety and regulatory services",Percentage,H41,Liabilities structure,Financial ratios,53,ANZSIC06 groups O771 and O772 (excluding class O7711)
2017,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H36,Current ratio,Financial ratios,122,ANZSIC06 group L664
2017,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H37,Quick ratio,Financial ratios,119,ANZSIC06 group L664
2017,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H39,Return on equity,Financial ratios,14,ANZSIC06 group L664
2017,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 group L664
2017,Level 4,LL112,Non-Financial Asset Leasing,Percentage,H41,Liabilities structure,Financial ratios,54,ANZSIC06 group L664
2017,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H36,Current ratio,Financial ratios,67,"ANZSIC06 groups L671 (excluding class L6711), and L672"
2017,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H37,Quick ratio,Financial ratios,60,"ANZSIC06 groups L671 (excluding class L6711), and L672"
2017,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H39,Return on equity,Financial ratios,10,"ANZSIC06 groups L671 (excluding class L6711), and L672"
2017,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H40,Return on total assets,Financial ratios,5,"ANZSIC06 groups L671 (excluding class L6711), and L672"
2017,Level 3,LL12,Property Operators and Real Estate Services,Percentage,H41,Liabilities structure,Financial ratios,47,"ANZSIC06 groups L671 (excluding class L6711), and L672"
2017,Level 4,LL122,Non-Residential Property Operation,Percentage,H36,Current ratio,Financial ratios,66,ANZSIC06 class L671200
2017,Level 4,LL122,Non-Residential Property Operation,Percentage,H37,Quick ratio,Financial ratios,59,ANZSIC06 class L671200
2017,Level 4,LL122,Non-Residential Property Operation,Percentage,H39,Return on equity,Financial ratios,9,ANZSIC06 class L671200
2017,Level 4,LL122,Non-Residential Property Operation,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 class L671200
2017,Level 4,LL122,Non-Residential Property Operation,Percentage,H41,Liabilities structure,Financial ratios,47,ANZSIC06 class L671200
2017,Level 4,LL123,Real Estate Services,Percentage,H36,Current ratio,Financial ratios,113,ANZSIC06 group L672
2017,Level 4,LL123,Real Estate Services,Percentage,H37,Quick ratio,Financial ratios,110,ANZSIC06 group L672
2017,Level 4,LL123,Real Estate Services,Percentage,H39,Return on equity,Financial ratios,64,ANZSIC06 group L672
2017,Level 4,LL123,Real Estate Services,Percentage,H40,Return on total assets,Financial ratios,29,ANZSIC06 group L672
2017,Level 4,LL123,Real Estate Services,Percentage,H41,Liabilities structure,Financial ratios,46,ANZSIC06 group L672
2017,Level 1,MN,"Professional, Scientific, Technical, Administrative and Support Services",Percentage,H36,Current ratio,Financial ratios,106,ANZSIC06 divisions M and N
2017,Level 1,MN,"Professional, Scientific, Technical, Administrative and Support Services",Percentage,H37,Quick ratio,Financial ratios,102,ANZSIC06 divisions M and N
2017,Level 1,MN,"Professional, Scientific, Technical, Administrative and Support Services",Percentage,H39,Return on equity,Financial ratios,37,ANZSIC06 divisions M and N
2017,Level 1,MN,"Professional, Scientific, Technical, Administrative and Support Services",Percentage,H40,Return on total assets,Financial ratios,15,ANZSIC06 divisions M and N
2017,Level 1,MN,"Professional, Scientific, Technical, Administrative and Support Services",Percentage,H41,Liabilities structure,Financial ratios,40,ANZSIC06 divisions M and N
2017,Level 3,MN11,"Professional, Scientific and Technical Services",Percentage,H36,Current ratio,Financial ratios,105,ANZSIC06 division M
2017,Level 3,MN11,"Professional, Scientific and Technical Services",Percentage,H37,Quick ratio,Financial ratios,102,ANZSIC06 division M
2017,Level 3,MN11,"Professional, Scientific and Technical Services",Percentage,H39,Return on equity,Financial ratios,40,ANZSIC06 division M
2017,Level 3,MN11,"Professional, Scientific and Technical Services",Percentage,H40,Return on total assets,Financial ratios,16,ANZSIC06 division M
2017,Level 3,MN11,"Professional, Scientific and Technical Services",Percentage,H41,Liabilities structure,Financial ratios,40,ANZSIC06 division M
2017,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H36,Current ratio,Financial ratios,147,ANZSIC06 groups M691 and M692
2017,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H37,Quick ratio,Financial ratios,136,ANZSIC06 groups M691 and M692
2017,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H39,Return on equity,Financial ratios,46,ANZSIC06 groups M691 and M692
2017,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H40,Return on total assets,Financial ratios,22,ANZSIC06 groups M691 and M692
2017,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H41,Liabilities structure,Financial ratios,47,ANZSIC06 groups M691 and M692
2017,Level 4,MN112,Legal and Accounting Services,Percentage,H36,Current ratio,Financial ratios,149,ANZSIC06 group M693
2017,Level 4,MN112,Legal and Accounting Services,Percentage,H37,Quick ratio,Financial ratios,139,ANZSIC06 group M693
2017,Level 4,MN112,Legal and Accounting Services,Percentage,H39,Return on equity,Financial ratios,137,ANZSIC06 group M693
2017,Level 4,MN112,Legal and Accounting Services,Percentage,H40,Return on total assets,Financial ratios,58,ANZSIC06 group M693
2017,Level 4,MN112,Legal and Accounting Services,Percentage,H41,Liabilities structure,Financial ratios,43,ANZSIC06 group M693
2017,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H36,Current ratio,Financial ratios,91,"ANZSIC06 groups M694, M695, and M696"
2017,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H37,Quick ratio,Financial ratios,90,"ANZSIC06 groups M694, M695, and M696"
2017,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H39,Return on equity,Financial ratios,31,"ANZSIC06 groups M694, M695, and M696"
2017,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H40,Return on total assets,Financial ratios,12,"ANZSIC06 groups M694, M695, and M696"
2017,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H41,Liabilities structure,Financial ratios,38,"ANZSIC06 groups M694, M695, and M696"
2017,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H36,Current ratio,Financial ratios,135,ANZSIC06 groups M697 and M699
2017,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H37,Quick ratio,Financial ratios,110,ANZSIC06 groups M697 and M699
2017,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H39,Return on equity,Financial ratios,40,ANZSIC06 groups M697 and M699
2017,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H40,Return on total assets,Financial ratios,18,ANZSIC06 groups M697 and M699
2017,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H41,Liabilities structure,Financial ratios,46,ANZSIC06 groups M697 and M699
2017,Level 4,MN115,Computer System Design and Related Services,Percentage,H36,Current ratio,Financial ratios,134,ANZSIC06 group M700
2017,Level 4,MN115,Computer System Design and Related Services,Percentage,H37,Quick ratio,Financial ratios,131,ANZSIC06 group M700
2017,Level 4,MN115,Computer System Design and Related Services,Percentage,H39,Return on equity,Financial ratios,31,ANZSIC06 group M700
2017,Level 4,MN115,Computer System Design and Related Services,Percentage,H40,Return on total assets,Financial ratios,13,ANZSIC06 group M700
2017,Level 4,MN115,Computer System Design and Related Services,Percentage,H41,Liabilities structure,Financial ratios,40,ANZSIC06 group M700
2017,Level 3,MN21,Administrative and Support Services,Percentage,H36,Current ratio,Financial ratios,109,ANZSIC06 division N
2017,Level 3,MN21,Administrative and Support Services,Percentage,H37,Quick ratio,Financial ratios,103,ANZSIC06 division N
2017,Level 3,MN21,Administrative and Support Services,Percentage,H39,Return on equity,Financial ratios,23,ANZSIC06 division N
2017,Level 3,MN21,Administrative and Support Services,Percentage,H40,Return on total assets,Financial ratios,10,ANZSIC06 division N
2017,Level 3,MN21,Administrative and Support Services,Percentage,H41,Liabilities structure,Financial ratios,44,ANZSIC06 division N
2017,Level 4,MN211,Travel Agency and Tour Arrangement Services,Percentage,H36,Current ratio,Financial ratios,110,ANZSIC06 group N722
2017,Level 4,MN211,Travel Agency and Tour Arrangement Services,Percentage,H37,Quick ratio,Financial ratios,110,ANZSIC06 group N722
2017,Level 4,MN211,Travel Agency and Tour Arrangement Services,Percentage,H39,Return on equity,Financial ratios,41,ANZSIC06 group N722
2017,Level 4,MN211,Travel Agency and Tour Arrangement Services,Percentage,H40,Return on total assets,Financial ratios,12,ANZSIC06 group N722
2017,Level 4,MN211,Travel Agency and Tour Arrangement Services,Percentage,H41,Liabilities structure,Financial ratios,29,ANZSIC06 group N722
